,number_of_places_2500m,number_of_places_1000m,number_of_places_500m
12269,3,0,0
12270,0,0,0
12271,5,2,2
12272,62,7,0
12273,22,3,1
12274,1,0,0
12275,79,24,8
12276,11,2,1
12277,63,12,4
12278,17,4,1
12279,12,2,1
12280,1,0,0
12281,12,1,0
12282,53,9,3
12283,1,0,0
12284,62,8,0
12285,1,0,0
12286,2,0,0
12287,49,2,0
12288,10,1,0
12289,9,0,0
12290,39,3,0
12291,76,8,1
12292,1,0,0
12293,2,0,0
12294,5,0,0
12295,57,12,2
12296,38,4,0
12297,36,7,2
12298,7,2,1
12299,14,2,0
12300,65,9,1
12301,2,0,0
12302,18,3,0
12303,25,3,0
12304,6,0,0
12305,67,35,17
12306,58,8,1
12307,43,12,4
12308,51,22,5
12309,0,0,0
12310,39,3,0
12311,8,2,0
12312,3,0,0
12313,15,1,1
12314,13,4,0
12315,60,14,2
12316,11,1,0
12317,51,8,5
12318,18,4,0
12319,0,0,0
12320,12,1,0
12321,6,0,0
12322,78,11,2
12323,9,1,0
12324,13,4,1
12325,7,1,0
12326,10,1,0
12327,9,1,0
12328,68,15,3
12329,73,17,0
12330,3,0,0
12331,40,7,0
12332,7,0,0
12333,1,0,0
12334,1,0,0
12335,13,3,0
12336,0,0,0
12337,12,4,3
12338,20,0,0
12339,57,8,1
12340,6,1,0
12341,20,4,1
12342,15,2,0
12343,32,4,1
12344,8,3,1
12345,1,0,0
12346,5,2,1
12347,40,4,0
12348,1,0,0
12349,15,3,2
12350,70,13,5
12351,76,21,5
12352,1,0,0
12353,9,3,0
12354,37,2,0
12355,0,0,0
12356,3,0,0
12357,56,9,1
12358,58,11,1
12359,0,0,0
12360,8,1,0
12361,75,19,6
12362,72,26,3
12363,76,11,4
12364,60,8,5
12365,75,8,0
12366,0,0,0
12367,23,4,2
12368,12,5,1
12369,9,0,0
12370,16,3,1
12371,2,0,0
12372,53,10,4
12373,0,0,0
12374,1,0,0
12375,75,9,2
12376,51,7,2
12377,56,11,3
12378,70,31,15
12379,51,5,0
12380,38,1,0
12381,13,3,0
12382,3,0,0
12383,50,7,2
12384,76,12,1
12385,6,1,0
12386,69,31,15
12387,0,0,0
12388,3,0,0
12389,3,0,0
12390,10,1,0
12391,1,0,0
12392,16,0,0
12393,58,9,4
12394,7,2,2
12395,71,20,3
12396,6,0,0
12397,5,0,0
12398,3,0,0
12399,8,2,1
12400,3,0,0
12401,6,1,0
12402,12,0,0
12403,10,4,0
12404,52,7,2
12405,6,2,0
12406,1,0,0
12407,11,1,1
12408,10,2,0
12409,6,0,0
12410,42,10,4
12411,13,4,1
12412,53,11,6
12413,12,0,0
12414,68,17,4
12415,21,2,0
12416,18,4,0
12417,57,8,4
12418,13,2,0
12419,71,18,2
12420,66,10,1
12421,64,8,1
12422,55,4,1
12423,4,0,0
12424,12,1,0
12425,30,7,1
12426,0,0,0
12427,11,2,1
12428,17,2,0
12429,1,0,0
12430,0,0,0
12431,1,0,0
12432,77,12,3
12433,66,10,1
12434,14,1,1
12435,78,9,1
12436,14,4,0
12437,11,1,1
12438,17,2,0
12439,14,3,1
12440,68,5,0
12441,8,1,0
12442,17,5,1
12443,75,25,4
12444,5,2,0
12445,17,3,2
12446,27,4,0
12447,75,14,2
12448,12,0,0
12449,0,0,0
12450,76,16,7
12451,1,0,0
12452,1,0,0
12453,2,0,0
12454,18,2,0
12455,1,0,0
12456,0,0,0
12457,1,0,0
12458,67,10,1
12459,18,3,2
12460,7,2,1
12461,65,10,2
12462,74,8,0
12463,66,28,13
12464,34,1,0
12465,6,2,2
12466,69,9,3
12467,18,2,0
12468,13,2,2
12469,68,12,0
12470,64,11,6
12471,17,4,1
12472,9,0,0
12473,19,0,0
12474,68,14,2
12475,16,0,0
12476,12,2,2
12477,43,11,1
12478,23,0,0
12479,2,0,0
12480,0,0,0
12481,72,11,4
12482,20,0,0
12483,73,16,4
12484,7,2,2
12485,3,0,0
12486,9,0,0
12487,21,5,3
12488,6,0,0
12489,22,1,0
12490,0,0,0
12491,60,6,1
12492,10,4,0
12493,1,0,0
12494,2,0,0
12495,40,2,0
12496,1,0,0
12497,11,3,1
12498,12,4,0
12499,7,1,0
12500,73,21,4
12501,9,3,0
12502,21,2,0
12503,16,3,0
12504,9,1,0
12505,1,0,0
12506,40,6,0
12507,67,14,3
12508,28,0,0
12509,2,0,0
12510,5,0,0
12511,43,7,0
12512,4,0,0
12513,13,3,0
12514,1,0,0
12515,1,0,0
12516,1,1,0
12517,11,2,2
12518,17,0,0
12519,56,12,4
12520,8,1,0
12521,5,2,1
12522,68,14,4
12523,10,0,0
12524,69,7,2
12525,0,0,0
12526,51,10,2
12527,9,2,0
12528,5,0,0
12529,0,0,0
12530,10,1,0
12531,6,0,0
12532,12,3,1
12533,13,2,1
12534,1,0,0
12535,3,0,0
12536,0,0,0
12537,12,1,0
12538,36,8,1
12539,1,0,0
12540,41,5,0
12541,0,0,0
12542,0,0,0
12543,0,0,0
12544,19,5,4
12545,14,3,1
12546,8,3,3
12547,65,12,5
12548,55,9,5
12549,1,0,0
12550,1,0,0
12551,1,0,0
12552,65,8,0
12553,18,3,1
12554,1,0,0
12555,2,0,0
12556,7,1,0
12557,3,0,0
12558,12,1,0
12559,1,0,0
12560,3,0,0
12561,3,0,0
12562,47,11,1
12563,21,4,0
12564,5,0,0
12565,0,0,0
12566,0,0,0
12567,55,12,2
12568,5,2,0
12569,74,13,6
12570,67,16,5
12571,9,1,1
12572,6,0,0
12573,22,2,0
12574,5,1,0
12575,28,0,0
12576,5,0,0
12577,5,0,0
12578,20,4,0
12579,23,2,0
12580,21,4,0
12581,35,0,0
12582,10,3,2
12583,1,0,0
12584,20,2,0
12585,0,0,0
12586,50,6,0
12587,5,1,0
12588,16,3,0
12589,3,0,0
12590,11,4,1
12591,58,10,3
12592,39,4,0
12593,21,2,1
12594,4,1,0
12595,12,2,0
12596,53,11,4
12597,0,0,0
12598,9,2,1
12599,8,2,0
12600,17,4,1
12601,5,2,1
12602,19,2,1
12603,36,3,1
12604,57,10,5
12605,1,0,0
12606,51,8,3
12607,1,0,0
12608,0,0,0
12609,21,2,0
12610,10,1,0
12611,11,0,0
12612,64,8,2
12613,1,0,0
12614,7,0,0
12615,1,0,0
12616,7,0,0
12617,49,10,1
12618,15,5,3
12619,47,5,1
12620,27,2,0
12621,5,2,0
12622,4,1,0
12623,3,0,0
12624,2,0,0
12625,73,20,5
12626,11,5,3
12627,3,0,0
12628,5,0,0
12629,4,0,0
12630,67,6,1
12631,52,8,1
12632,21,3,0
12633,18,2,1
12634,8,1,0
12635,12,3,0
12636,0,0,0
12637,1,0,0
12638,11,0,0
12639,45,10,4
12640,7,0,0
12641,75,10,0
12642,75,22,5
12643,8,1,0
12644,0,0,0
12645,47,2,1
12646,48,2,1
12647,12,2,0
12648,64,6,1
12649,0,0,0
12650,65,10,4
12651,9,1,0
12652,71,13,3
12653,74,27,11
12654,74,25,6
12655,12,2,1
12656,8,0,0
12657,23,4,0
12658,8,0,0
12659,64,10,3
12660,9,3,0
12661,0,0,0
12662,47,3,1
12663,12,0,0
12664,72,14,2
12665,1,0,0
12666,8,2,0
12667,56,11,3
12668,3,1,0
12669,16,2,2
12670,1,0,0
12671,68,12,2
12672,1,0,0
12673,73,18,2
12674,8,3,0
12675,3,0,0
12676,6,2,2
12677,61,10,1
12678,53,10,2
12679,12,3,0
12680,2,0,0
12681,1,1,0
12682,79,12,3
12683,50,5,2
12684,61,1,1
12685,73,14,5
12686,12,4,1
12687,73,8,2
12688,6,2,1
12689,67,14,4
12690,4,0,0
12691,68,14,2
12692,1,0,0
12693,10,1,0
12694,9,2,0
12695,5,2,1
12696,9,2,0
12697,10,2,1
12698,46,10,4
12699,74,18,2
12700,12,1,0
12701,71,7,1
12702,11,2,0
12703,22,2,0
12704,7,2,0
12705,1,0,0
12706,7,1,0
12707,8,1,0
12708,45,7,0
12709,6,0,0
12710,4,2,0
12711,1,0,0
12712,0,0,0
12713,1,0,0
12714,46,11,1
12715,5,0,0
12716,4,0,0
12717,77,9,0
12718,7,2,2
12719,51,7,2
12720,0,0,0
12721,9,2,0
12722,1,0,0
12723,68,14,2
12724,57,12,2
12725,19,2,0
12726,65,8,0
12727,35,10,1
12728,10,4,0
12729,1,1,0
12730,51,11,1
12731,4,0,0
12732,38,1,0
12733,20,4,0
12734,3,0,0
12735,0,0,0
12736,2,0,0
12737,13,1,0
12738,14,2,2
12739,2,0,0
12740,19,3,0
12741,71,20,3
12742,0,0,0
12743,0,0,0
12744,12,2,1
12745,58,6,5
12746,5,1,1
12747,7,2,1
12748,2,0,0
12749,12,1,1
12750,12,1,1
12751,3,0,0
12752,10,1,0
12753,7,1,0
12754,9,3,0
12755,12,2,1
12756,19,2,1
12757,62,14,2
12758,3,0,0
12759,8,0,0
12760,1,0,0
12761,8,0,0
12762,16,4,1
12763,6,1,0
12764,5,2,0
12765,51,8,3
12766,1,0,0
12767,61,11,2
12768,47,9,3
12769,4,0,0
12770,26,0,0
12771,67,4,0
12772,69,10,3
12773,1,1,0
12774,13,2,0
12775,8,2,0
12776,7,0,0
12777,71,22,5
12778,1,0,0
12779,49,7,1
12780,5,2,1
12781,57,11,4
12782,8,3,1
12783,10,1,0
12784,37,6,0
12785,1,0,0
12786,54,8,2
12787,1,0,0
12788,1,0,0
12789,7,1,0
12790,11,0,0
12791,60,13,4
12792,1,0,0
12793,28,4,0
12794,6,2,2
12795,1,0,0
12796,14,2,1
12797,15,4,1
12798,1,0,0
12799,20,4,0
12800,8,1,0
12801,14,3,0
12802,18,2,0
12803,6,1,0
12804,12,3,0
12805,8,2,1
12806,19,3,1
12807,14,3,0
12808,63,11,4
12809,6,0,0
12810,25,4,1
12811,54,11,1
12812,68,15,3
12813,7,2,0
12814,39,4,0
12815,4,0,0
12816,68,10,3
12817,1,1,0
12818,57,4,0
12819,6,2,0
12820,14,5,0
12821,74,18,1
12822,6,1,0
12823,60,10,3
12824,6,2,0
12825,37,3,0
12826,21,2,1
12827,4,0,0
12828,59,8,0
12829,70,27,16
12830,66,9,0
12831,1,0,0
12832,40,5,1
12833,9,1,0
12834,72,7,1
12835,71,21,3
12836,40,1,0
12837,69,10,3
12838,1,0,0
12839,5,2,0
12840,58,11,0
12841,69,13,2
12842,63,10,2
12843,75,23,8
12844,1,0,0
12845,73,14,4
12846,4,0,0
12847,42,5,0
12848,71,19,3
12849,10,4,0
12850,62,12,4
12851,65,9,2
12852,6,0,0
12853,70,15,3
12854,5,2,2
12855,14,4,1
12856,1,0,0
12857,71,28,3
12858,10,1,0
12859,56,19,6
12860,73,16,4
12861,9,3,0
12862,16,3,1
12863,10,4,0
12864,53,8,0
12865,9,1,0
12866,27,0,0
12867,2,0,0
12868,16,3,2
12869,78,9,2
12870,74,19,8
12871,31,1,0
12872,1,1,0
12873,60,7,0
12874,0,0,0
12875,11,1,0
12876,50,6,2
12877,1,0,0
12878,0,0,0
12879,1,1,0
12880,29,3,1
12881,13,3,0
12882,1,0,0
12883,71,13,5
12884,5,2,0
12885,65,9,1
12886,1,0,0
12887,69,15,3
12888,9,1,0
12889,16,3,1
12890,16,4,1
12891,2,0,0
12892,70,13,2
12893,5,0,0
12894,2,0,0
12895,0,0,0
12896,6,1,0
12897,1,0,0
12898,0,0,0
12899,0,0,0
12900,2,0,0
12901,16,2,2
12902,58,10,4
12903,56,12,2
12904,36,0,0
12905,17,4,2
12906,2,0,0
12907,64,28,1
12908,65,9,0
12909,1,0,0
12910,1,0,0
12911,1,0,0
12912,1,0,0
12913,0,0,0
12914,40,5,0
12915,26,9,2
12916,35,11,0
12917,8,2,0
12918,8,1,0
12919,4,0,0
12920,54,11,1
12921,6,0,0
12922,0,0,0
12923,68,8,2
12924,35,8,1
12925,1,0,0
12926,11,3,0
12927,54,29,12
12928,68,12,2
12929,66,15,2
12930,13,4,1
12931,13,4,2
12932,1,0,0
12933,53,7,1
12934,9,3,0
12935,8,0,0
12936,8,0,0
12937,8,0,0
12938,9,3,1
12939,3,0,0
12940,69,10,3
12941,72,18,4
12942,0,0,0
12943,1,0,0
12944,50,6,1
12945,33,0,0
12946,2,0,0
12947,67,14,2
12948,9,2,2
12949,31,0,0
12950,75,8,1
12951,72,25,2
12952,75,20,3
12953,71,19,3
12954,8,3,0
12955,49,7,2
12956,4,0,0
12957,5,0,0
12958,1,0,0
12959,57,10,3
12960,69,38,16
12961,5,0,0
12962,2,0,0
12963,70,21,2
12964,71,22,4
12965,2,1,0
12966,13,1,1
12967,76,26,10
12968,2,0,0
12969,75,22,7
12970,77,27,10
12971,73,22,7
12972,18,4,1
12973,60,34,7
12974,28,0,0
12975,15,2,1
12976,54,9,4
12977,1,0,0
12978,19,2,0
12979,7,3,0
12980,9,0,0
12981,75,22,6
12982,25,3,0
12983,59,12,6
12984,72,22,7
12985,55,6,1
12986,61,5,0
12987,57,10,4
12988,1,0,0
12989,55,7,2
12990,58,8,0
12991,68,13,2
12992,71,11,4
12993,12,0,0
12994,2,0,0
12995,61,12,5
12996,0,0,0
12997,7,0,0
12998,74,22,7
12999,27,2,0
13000,14,1,0
13001,2,0,0
13002,0,0,0
13003,6,2,2
13004,74,25,3
13005,2,0,0
13006,6,2,0
13007,71,18,4
13008,46,3,1
13009,46,3,1
13010,71,24,3
13011,7,1,1
13012,0,0,0
13013,71,24,2
13014,7,0,0
13015,71,21,3
13016,70,22,2
13017,3,0,0
13018,46,11,4
13019,74,19,7
13020,71,21,3
13021,7,1,0
13022,1,0,0
13023,8,2,0
13024,9,2,1
13025,71,19,3
13026,56,11,3
13027,6,2,2
13028,15,2,2
13029,56,11,3
13030,72,25,4
13031,5,0,0
13032,52,10,1
13033,65,8,3
13034,30,1,0
13035,59,13,2
13036,64,9,4
13037,7,0,0
13038,14,3,0
13039,9,2,0
13040,20,2,0
13041,3,0,0
13042,14,2,0
13043,5,1,0
13044,4,0,0
13045,12,1,0
13046,58,10,2
13047,15,3,0
13048,13,3,0
13049,11,2,2
13050,70,12,4
13051,1,0,0
13052,36,3,1
13053,17,5,2
13054,7,0,0
13055,75,11,4
13056,1,1,1
13057,14,1,1
13058,59,14,2
13059,11,3,1
13060,1,1,0
13061,14,2,0
13062,58,34,11
13063,53,10,2
13064,37,11,1
13065,20,2,0
13066,13,5,2
13067,7,1,0
13068,12,3,0
13069,59,12,3
13070,75,20,3
13071,33,0,0
13072,81,26,12
13073,50,8,2
13074,9,1,0
13075,73,9,3
13076,65,9,0
13077,74,10,3
13078,44,3,2
13079,12,1,0
13080,38,1,0
13081,71,17,4
13082,3,0,0
13083,23,3,0
13084,9,3,0
13085,1,0,0
13086,16,5,3
13087,11,4,1
13088,14,3,0
13089,40,1,0
13090,8,2,0
13091,0,0,0
13092,2,0,0
13093,0,0,0
13094,63,12,4
13095,58,8,1
13096,8,2,0
13097,2,0,0
13098,1,0,0
13099,67,12,1
13100,18,3,0
13101,5,1,0
13102,3,0,0
13103,1,0,0
13104,9,3,1
13105,70,12,7
13106,2,0,0
13107,3,0,0
13108,32,4,0
13109,0,0,0
13110,75,10,3
13111,5,1,0
13112,69,20,4
13113,68,11,0
13114,4,0,0
13115,0,0,0
13116,7,1,0
13117,5,2,1
13118,1,0,0
13119,2,0,0
13120,11,3,2
13121,10,1,0
13122,9,3,0
13123,1,0,0
13124,4,0,0
13125,0,0,0
13126,39,4,1
13127,6,0,0
13128,17,4,2
13129,12,2,0
13130,11,1,0
13131,55,25,7
13132,9,3,2
13133,13,5,2
13134,1,0,0
13135,3,0,0
13136,44,11,1
13137,48,3,1
13138,72,22,2
13139,73,24,3
13140,75,22,5
13141,74,22,5
13142,0,0,0
13143,3,0,0
13144,18,3,0
13145,23,2,0
13146,17,0,0
13147,68,11,1
13148,1,1,0
13149,3,0,0
13150,42,7,1
13151,4,2,1
13152,36,7,2
13153,5,2,2
13154,69,10,3
13155,1,0,0
13156,1,0,0
13157,53,30,11
13158,61,8,0
13159,1,0,0
13160,47,6,2
13161,25,5,3
13162,72,14,2
13163,2,0,0
13164,72,10,3
13165,0,0,0
13166,1,0,0
13167,41,3,1
13168,63,8,1
13169,6,0,0
13170,57,8,0
13171,12,3,2
13172,10,1,0
13173,12,1,0
13174,21,4,0
13175,5,2,2
13176,0,0,0
13177,12,2,0
13178,68,12,4
13179,60,9,6
13180,2,0,0
13181,9,2,1
13182,11,1,0
13183,11,0,0
13184,1,0,0
13185,11,1,1
13186,20,5,0
13187,5,2,1
13188,51,16,4
13189,39,2,1
13190,12,4,2
13191,15,4,3
13192,54,11,3
13193,4,0,0
13194,61,12,1
13195,64,12,3
13196,1,0,0
13197,67,12,2
13198,34,10,1
13199,5,0,0
13200,5,1,1
13201,8,1,1
13202,5,1,1
13203,58,12,4
13204,8,3,0
13205,10,0,0
13206,49,3,1
13207,55,11,1
13208,74,15,5
13209,75,19,4
13210,72,23,12
13211,40,5,0
13212,36,2,0
13213,1,0,0
13214,38,4,0
13215,5,0,0
13216,74,24,9
13217,60,6,1
13218,25,4,4
13219,18,3,0
13220,66,9,0
13221,1,0,0
13222,1,0,0
13223,4,1,0
13224,2,0,0
13225,38,9,3
13226,71,14,6
13227,2,0,0
13228,0,0,0
13229,2,0,0
13230,71,6,2
13231,73,25,5
13232,13,1,0
13233,8,1,0
13234,71,11,4
13235,2,0,0
13236,7,1,0
13237,7,1,0
13238,7,1,1
13239,1,0,0
13240,45,6,2
13241,43,5,0
13242,7,1,0
13243,3,0,0
13244,17,5,0
13245,4,0,0
13246,15,4,2
13247,2,0,0
13248,1,0,0
13249,45,3,0
13250,57,12,2
13251,0,0,0
13252,79,12,3
13253,72,10,2
13254,33,0,0
13255,11,0,0
13256,70,10,0
13257,1,0,0
13258,21,2,1
13259,5,1,0
13260,1,0,0
13261,49,3,1
13262,37,11,1
13263,8,2,0
13264,1,0,0
13265,38,5,4
13266,4,0,0
13267,74,19,6
13268,10,1,0
13269,8,3,1
13270,67,13,4
13271,12,2,1
13272,20,2,0
13273,42,7,1
13274,8,1,0
13275,2,0,0
13276,69,22,4
13277,2,0,0
13278,4,0,0
13279,6,1,0
13280,69,13,4
13281,59,9,5
13282,7,1,0
13283,9,4,0
13284,71,27,3
13285,19,1,1
13286,5,0,0
13287,69,22,4
13288,72,27,7
13289,59,8,4
13290,74,22,5
13291,68,11,1
13292,66,11,1
13293,0,0,0
13294,70,13,4
13295,2,0,0
13296,68,11,1
13297,67,13,3
13298,65,11,1
13299,70,13,4
13300,2,0,0
13301,34,2,0
13302,7,1,0
13303,62,33,7
13304,25,2,0
13305,2,0,0
13306,61,11,4
13307,13,1,0
13308,0,0,0
13309,71,6,2
13310,11,1,1
13311,11,0,0
13312,3,0,0
13313,20,4,0
13314,0,0,0
13315,0,0,0
13316,74,10,3
13317,71,11,4
13318,8,1,0
13319,30,4,0
13320,65,10,2
13321,1,0,0
13322,25,3,1
13323,59,10,3
13324,17,4,0
13325,36,3,1
13326,73,15,3
13327,65,9,0
13328,48,3,0
13329,15,4,2
13330,80,11,3
13331,19,2,0
13332,16,3,2
13333,66,9,0
13334,2,0,0
13335,9,0,0
13336,5,0,0
13337,6,0,0
13338,0,0,0
13339,60,8,0
13340,17,2,2
13341,53,11,0
13342,9,0,0
13343,0,0,0
13344,5,0,0
13345,56,19,6
13346,64,14,2
13347,0,0,0
13348,7,1,0
13349,68,10,2
13350,6,1,0
13351,9,0,0
13352,9,0,0
13353,9,0,0
13354,11,2,1
13355,9,0,0
13356,36,1,0
13357,0,0,0
13358,53,5,2
13359,42,7,0
13360,0,0,0
13361,10,3,0
13362,5,2,0
13363,7,2,2
13364,73,30,14
13365,12,1,0
13366,60,2,0
13367,1,0,0
13368,5,2,0
13369,11,1,0
13370,21,3,1
13371,3,0,0
13372,66,10,1
13373,11,2,1
13374,39,3,1
13375,5,2,0
13376,8,0,0
13377,8,0,0
13378,2,0,0
13379,9,0,0
13380,1,0,0
13381,56,8,2
13382,1,0,0
13383,11,0,0
13384,3,2,0
13385,3,0,0
13386,9,1,0
13387,33,0,0
13388,55,35,14
13389,9,1,0
13390,9,0,0
13391,0,0,0
13392,19,0,0
13393,9,0,0
13394,12,2,0
13395,7,1,0
13396,39,1,0
13397,72,11,3
13398,62,15,1
13399,63,10,5
13400,5,0,0
13401,64,10,3
13402,73,14,3
13403,21,1,1
13404,8,3,0
13405,80,13,3
13406,10,0,0
13407,2,0,0
13408,18,2,2
13409,24,4,2
13410,5,1,1
13411,1,0,0
13412,5,0,0
13413,1,0,0
13414,11,0,0
13415,5,2,1
13416,7,1,0
13417,14,3,1
13418,1,0,0
13419,21,1,0
13420,20,4,0
13421,54,4,2
13422,2,0,0
13423,5,0,0
13424,8,1,1
13425,63,12,1
13426,76,9,2
13427,1,0,0
13428,19,2,1
13429,0,0,0
13430,1,0,0
13431,25,5,0
13432,35,8,1
13433,1,0,0
13434,53,7,0
13435,1,0,0
13436,1,0,0
13437,6,1,0
13438,10,3,2
13439,4,0,0
13440,6,0,0
13441,69,11,3
13442,9,0,0
13443,71,9,2
13444,13,2,1
13445,13,1,0
13446,1,0,0
13447,48,4,1
13448,10,1,0
13449,8,1,0
13450,49,3,1
13451,72,22,6
13452,55,11,5
13453,12,2,0
13454,66,8,4
13455,40,1,0
13456,7,2,2
13457,57,9,0
13458,4,0,0
13459,6,1,0
13460,1,0,0
13461,0,0,0
13462,11,2,0
13463,0,0,0
13464,51,10,3
13465,3,0,0
13466,70,14,2
13467,0,0,0
13468,20,5,0
13469,59,12,4
13470,5,2,1
13471,0,0,0
13472,2,0,0
13473,40,6,0
13474,57,4,2
13475,8,3,3
13476,1,0,0
13477,12,3,2
13478,0,0,0
13479,45,4,1
13480,12,0,0
13481,0,0,0
13482,66,12,3
13483,74,19,4
13484,51,11,0
13485,4,0,0
13486,1,0,0
13487,76,10,0
13488,33,8,0
13489,2,0,0
13490,54,9,3
13491,69,15,4
13492,8,0,0
13493,66,12,3
13494,71,12,1
13495,65,13,5
13496,48,5,1
13497,23,3,1
13498,44,2,2
13499,2,0,0
13500,7,2,2
13501,6,2,1
13502,72,14,3
13503,10,1,0
13504,74,13,3
13505,50,8,2
13506,57,11,4
13507,60,11,0
13508,74,24,4
13509,1,0,0
13510,1,0,0
13511,8,1,1
13512,3,0,0
13513,12,2,1
13514,62,4,2
13515,1,0,0
13516,16,3,1
13517,16,3,1
13518,17,2,2
13519,11,3,0
13520,5,1,0
13521,0,0,0
13522,47,3,1
13523,45,6,2
13524,69,10,3
13525,55,9,2
13526,16,2,2
13527,41,5,0
13528,10,1,0
13529,1,0,0
13530,6,2,1
13531,42,7,0
13532,28,1,0
13533,20,3,1
13534,0,0,0
13535,80,12,3
13536,1,0,0
13537,22,3,1
13538,6,2,0
13539,50,10,5
13540,1,0,0
13541,50,5,1
13542,61,11,0
13543,10,0,0
13544,67,12,2
13545,77,10,0
13546,41,3,0
13547,49,11,4
13548,2,0,0
13549,53,5,1
13550,23,0,0
13551,9,0,0
13552,53,9,2
13553,31,1,0
13554,9,2,1
13555,57,24,8
13556,60,9,1
13557,46,5,1
13558,68,11,4
13559,0,0,0
13560,1,0,0
13561,0,0,0
13562,16,3,1
13563,1,0,0
13564,1,0,0
13565,23,4,0
13566,9,0,0
13567,9,0,0
13568,1,0,0
13569,2,0,0
13570,18,2,2
13571,8,1,1
13572,2,0,0
13573,2,0,0
13574,51,9,5
13575,13,1,0
13576,5,0,0
13577,1,0,0
13578,21,2,0
13579,64,12,4
13580,9,0,0
13581,2,0,0
13582,3,0,0
13583,2,0,0
13584,0,0,0
13585,6,0,0
13586,0,0,0
13587,19,0,0
13588,0,0,0
13589,0,0,0
13590,55,9,4
13591,71,11,4
13592,5,1,0
13593,19,2,0
13594,14,4,2
13595,64,11,3
13596,10,4,0
13597,11,2,0
13598,10,1,0
13599,18,5,3
13600,0,0,0
13601,1,0,0
13602,25,2,1
13603,1,0,0
13604,8,1,0
13605,68,14,3
13606,27,0,0
13607,1,0,0
13608,28,0,0
13609,66,24,5
13610,1,0,0
13611,71,16,3
13612,54,12,4
13613,74,14,7
13614,1,0,0
13615,18,2,0
13616,0,0,0
13617,50,8,2
13618,8,2,0
13619,1,0,0
13620,16,2,1
13621,65,10,3
13622,45,6,1
13623,65,12,4
13624,3,0,0
13625,0,0,0
13626,0,0,0
13627,0,0,0
13628,70,13,4
13629,70,13,4
13630,5,2,1
13631,69,10,0
13632,12,2,1
13633,6,0,0
13634,63,10,3
13635,1,1,0
13636,10,6,2
13637,0,0,0
13638,5,2,0
13639,1,0,0
13640,4,0,0
13641,3,0,0
13642,38,5,4
13643,1,0,0
13644,6,2,0
13645,68,12,1
13646,3,0,0
13647,3,0,0
13648,18,2,0
13649,9,4,0
13650,6,0,0
13651,66,8,0
13652,70,17,3
13653,5,1,0
13654,13,2,0
13655,9,1,0
13656,67,14,2
13657,6,0,0
13658,1,0,0
13659,3,2,1
13660,5,2,0
13661,59,4,0
13662,0,0,0
13663,20,3,2
13664,0,0,0
13665,0,0,0
13666,23,5,1
13667,3,0,0
13668,4,0,0
13669,16,2,1
13670,5,0,0
13671,1,1,1
13672,1,1,0
13673,12,2,0
13674,0,0,0
13675,10,2,0
13676,13,1,0
13677,1,0,0
13678,3,0,0
13679,5,1,0
13680,19,0,0
13681,10,1,0
13682,5,1,0
13683,1,0,0
13684,13,3,1
13685,5,0,0
13686,6,1,0
13687,1,0,0
13688,81,20,7
13689,67,10,0
13690,1,0,0
13691,19,3,2
13692,5,0,0
13693,11,2,0
13694,2,0,0
13695,17,2,2
13696,30,0,0
13697,1,0,0
13698,11,5,3
13699,5,1,1
13700,56,9,5
13701,19,2,0
13702,2,0,0
13703,31,2,0
13704,11,1,0
13705,70,14,5
13706,41,8,2
13707,4,1,0
13708,13,5,0
13709,1,1,0
13710,10,1,0
13711,28,3,1
13712,2,0,0
13713,0,0,0
13714,0,0,0
13715,60,14,2
13716,11,0,0
13717,11,2,1
13718,57,12,4
13719,75,19,4
13720,1,0,0
13721,11,1,0
13722,16,2,2
13723,72,14,3
13724,11,5,0
13725,22,2,0
13726,1,0,0
13727,1,0,0
13728,30,4,0
13729,20,2,1
13730,75,14,2
13731,9,1,0
13732,41,4,1
13733,19,2,1
13734,5,0,0
13735,5,0,0
13736,8,1,0
13737,1,0,0
13738,1,0,0
13739,1,0,0
13740,72,9,3
13741,1,0,0
13742,1,0,0
13743,1,0,0
13744,18,0,0
13745,11,0,0
13746,1,0,0
13747,69,10,0
13748,11,1,1
13749,16,4,2
13750,21,4,3
13751,11,4,2
13752,10,2,1
13753,10,2,1
13754,21,2,1
13755,79,12,3
13756,71,21,7
13757,7,0,0
13758,1,0,0
13759,1,0,0
13760,0,0,0
13761,35,4,0
13762,0,0,0
13763,23,3,0
13764,4,0,0
13765,5,2,0
13766,0,0,0
13767,7,1,1
13768,49,5,1
13769,12,0,0
13770,0,0,0
13771,1,0,0
13772,69,9,3
13773,1,0,0
13774,4,0,0
13775,60,13,2
13776,67,6,1
13777,23,4,1
13778,2,0,0
13779,7,0,0
13780,6,2,1
13781,0,0,0
13782,14,3,1
13783,12,1,0
13784,11,2,0
13785,11,3,0
13786,12,3,1
13787,73,14,4
13788,0,0,0
13789,6,1,0
13790,60,8,0
13791,10,2,0
13792,60,8,3
13793,2,0,0
13794,15,3,0
13795,18,3,0
13796,29,4,0
13797,4,0,0
13798,6,2,0
13799,57,9,1
13800,55,4,0
13801,5,2,2
13802,0,0,0
13803,1,0,0
13804,57,12,4
13805,16,4,1
13806,1,0,0
13807,64,11,4
13808,14,2,1
13809,16,4,1
13810,27,3,1
13811,20,4,0
13812,60,16,2
13813,3,0,0
13814,75,8,1
13815,0,0,0
13816,69,13,2
13817,66,27,3
13818,1,0,0
13819,10,1,0
13820,6,2,1
